course_id,Course Name,platform,domain,level,rating,enrollments,duration_hours,language,price,prerequisites
C0000749,AI for Everyone,edX,AI,Advanced,4.12,19934,30,Spanish,83.56,Python Basics
C0000750,Complete Guide to Cybersecurity,Coursera,Cybersecurity,Intermediate,3.52,37527,61,Hindi,89.75,None
C0000751,Cybersecurity Fundamentals with Spark,NPTEL,Cybersecurity,Beginner,4.57,620,12,Hindi,99.61,Linear Algebra
C0000752,Crash Course in Blockchain,edX,Blockchain,Advanced,3.94,49278,96,Spanish,89.06,Linear Algebra
C0000753,Cybersecurity Project-Based Bootcamp,Coursera,Cybersecurity,Intermediate,3.76,45786,89,French,40.92,Statistics
C0000754,Mastering Big Data using R,Coursera,Big Data,Advanced,4.74,14916,26,Hindi,61.54,None
C0000755,Cybersecurity for Everyone,FutureLearn,Cybersecurity,Advanced,4.31,13882,34,Hindi,97.39,Statistics
C0000756,Complete Guide to AI,Coursera,AI,Advanced,4.39,1524,29,Spanish,58.57,Python Basics
C0000757,Blockchain Project-Based Bootcamp,NPTEL,Blockchain,Beginner,4.1,47069,79,English,80.04,None
C0000758,Advanced Blockchain Concepts,Udemy,Blockchain,Beginner,4.95,42325,82,English,44.98,Basic Programming
C0000759,Complete Guide to AI,edX,AI,Advanced,3.91,30575,13,English,0.06,Python Basics
C0000760,Crash Course in Machine Learning,Coursera,Machine Learning,Intermediate,3.89,5380,15,French,73.26,Statistics
C0000761,Web Development Hands-on Workshop,Skillshare,Web Development,Advanced,4.63,25863,93,English,87.16,None
C0000762,Cloud Computing Hands-on Workshop,Skillshare,Cloud Computing,Intermediate,3.87,26043,68,French,82.98,Basic Programming
C0000763,Crash Course in Machine Learning,NPTEL,Machine Learning,Advanced,3.99,5554,71,English,16.74,Python Basics
C0000764,Mastering Cybersecurity using R,edX,Cybersecurity,Beginner,4.7,33107,42,Hindi,70.64,Statistics
C0000765,Web Development Fundamentals using TensorFlow,Coursera,Web Development,Advanced,4.72,27434,37,Spanish,76.12,Python Basics
C0000766,Web Development Hands-on Workshop,FutureLearn,Web Development,Intermediate,4.33,30841,34,English,73.07,Linear Algebra
C0000767,Mastering Data Science Bootcamp,Coursera,Data Science,Beginner,3.63,28167,58,Hindi,45.28,Basic Programming
C0000768,Advanced Data Science Concepts,Skillshare,Data Science,Intermediate,4.23,723,75,French,95.66,Linear Algebra
C0000769,Cybersecurity Hands-on Workshop,FutureLearn,Cybersecurity,Advanced,4.03,47962,47,Spanish,88.67,Basic Programming
C0000770,Advanced Data Science Concepts,Skillshare,Data Science,Intermediate,4.72,34283,77,Hindi,22.69,Statistics
C0000771,Mastering Data Science using TensorFlow,Coursera,Data Science,Advanced,4.3,41221,90,Spanish,98.73,None
C0000772,Mastering Cybersecurity Masterclass,Coursera,Cybersecurity,Advanced,3.55,15608,68,French,45.04,Python Basics
C0000773,Big Data Project-Based Bootcamp,Skillshare,Big Data,Intermediate,4.37,39088,67,Hindi,21.75,None
C0000774,Data Science Hands-on Workshop,FutureLearn,Data Science,Advanced,4.84,23170,88,English,51.67,Statistics
C0000775,Big Data Fundamentals from Scratch,Udemy,Big Data,Beginner,4.52,1203,49,English,79.37,Statistics
C0000776,Machine Learning for Everyone,FutureLearn,Machine Learning,Intermediate,3.64,22918,16,Hindi,93.51,None
C0000777,Advanced AI Concepts,Skillshare,AI,Advanced,4.13,7094,56,Hindi,69.28,Basic Programming
C0000778,Web Development for Everyone,edX,Web Development,Intermediate,4.25,40558,99,Spanish,72.47,Python Basics
C0000779,Advanced Machine Learning Concepts,Skillshare,Machine Learning,Beginner,4.31,4125,33,Spanish,43.09,Python Basics
C0000780,Blockchain Fundamentals with Spark,NPTEL,Blockchain,Intermediate,3.54,36992,93,English,43.38,None
C0000781,Advanced Web Development Concepts,Udemy,Web Development,Advanced,4.59,44965,95,Spanish,84.71,Python Basics
C0000782,Mastering Big Data with Spark,Udemy,Big Data,Advanced,3.56,26228,74,French,2.44,Linear Algebra
C0000783,Cloud Computing Fundamentals Essentials,NPTEL,Cloud Computing,Beginner,4.33,1715,100,Spanish,82.54,None
C0000784,Web Development Fundamentals using R,FutureLearn,Web Development,Advanced,4.07,17103,80,Spanish,63.19,None
C0000785,Data Science Project-Based Bootcamp,NPTEL,Data Science,Advanced,3.56,34671,52,English,63.15,None
C0000786,AI Fundamentals Essentials,FutureLearn,AI,Beginner,4.67,283,8,French,85.04,Python Basics
C0000787,Machine Learning Project-Based Bootcamp,Coursera,Machine Learning,Advanced,3.78,16985,9,Hindi,46.29,None
C0000788,Big Data Fundamentals using R,Coursera,Big Data,Beginner,4.34,1664,57,French,88,Basic Programming
C0000789,Complete Guide to Data Science,NPTEL,Data Science,Advanced,3.69,27383,64,Spanish,94.49,Python Basics
C0000790,Crash Course in Web Development,NPTEL,Web Development,Advanced,3.99,32134,44,Spanish,51.71,Linear Algebra
C0000791,Data Science Project-Based Bootcamp,edX,Data Science,Beginner,4.24,19371,45,Hindi,13.79,None
C0000792,Crash Course in Cloud Computing,NPTEL,Cloud Computing,Intermediate,4.57,29894,80,French,88.49,None
C0000793,Advanced Data Science Concepts,Skillshare,Data Science,Intermediate,4.71,35279,71,Hindi,62.11,None
C0000794,Crash Course in AI,Coursera,AI,Advanced,4.33,20735,49,English,16.66,None
C0000795,Data Science for Everyone,Coursera,Data Science,Intermediate,4.43,26683,16,Hindi,63.37,None
C0000796,Mastering Blockchain with Python,FutureLearn,Blockchain,Intermediate,3.82,17756,55,Hindi,32.75,None
C0000797,Crash Course in Cloud Computing,FutureLearn,Cloud Computing,Intermediate,4.18,38564,84,Hindi,57.29,None
C0000798,Big Data for Everyone,Coursera,Big Data,Beginner,3.77,48601,43,English,64.12,Linear Algebra
C0000799,Crash Course in AI,edX,AI,Advanced,4.1,7986,30,Hindi,80.78,None
C0000800,Web Development Fundamentals Bootcamp,edX,Web Development,Intermediate,4.29,19269,19,Spanish,36.04,Statistics
C0000801,AI for Everyone,Coursera,AI,Intermediate,4.79,15172,24,Hindi,58.79,Basic Programming
C0000802,Advanced Data Science Concepts,edX,Data Science,Advanced,4.29,39497,18,French,72.56,None
C0000803,Cybersecurity Project-Based Bootcamp,NPTEL,Cybersecurity,Advanced,3.74,6012,66,Spanish,34.47,Basic Programming
C0000804,Mastering Cybersecurity using TensorFlow,Udemy,Cybersecurity,Intermediate,4.1,39248,50,Spanish,67.27,Python Basics
C0000805,Cybersecurity Hands-on Workshop,NPTEL,Cybersecurity,Beginner,4.88,19180,5,French,27.89,None
C0000806,Advanced Machine Learning Concepts,Udemy,Machine Learning,Advanced,3.61,42915,52,Hindi,31.67,None
C0000807,AI Hands-on Workshop,NPTEL,AI,Beginner,4.58,19674,92,Spanish,30.35,Statistics
C0000808,Complete Guide to Data Science,Udemy,Data Science,Beginner,4.7,3613,51,Hindi,8.9,Linear Algebra
C0000809,Cybersecurity Fundamentals Masterclass,Coursera,Cybersecurity,Intermediate,4.5,47931,71,Spanish,65.43,Basic Programming
C0000810,AI for Everyone,FutureLearn,AI,Beginner,4.18,41526,39,Hindi,68.16,Linear Algebra
C0000811,Cybersecurity Hands-on Workshop,NPTEL,Cybersecurity,Beginner,4.53,40613,14,Spanish,9.81,Statistics
C0000812,Advanced Machine Learning Concepts,Coursera,Machine Learning,Beginner,4.74,8826,41,Spanish,68.68,Statistics
C0000813,Mastering Cloud Computing Bootcamp,Skillshare,Cloud Computing,Advanced,3.68,28378,72,English,97.51,Basic Programming
C0000814,Cybersecurity for Everyone,Coursera,Cybersecurity,Beginner,3.5,14105,41,Hindi,25.75,Linear Algebra
C0000815,Complete Guide to Cloud Computing,FutureLearn,Cloud Computing,Beginner,4.5,2802,63,Spanish,20.69,Linear Algebra
C0000816,Crash Course in Big Data,Skillshare,Big Data,Advanced,4.87,47139,37,French,89.48,Linear Algebra
C0000817,Crash Course in Cybersecurity,edX,Cybersecurity,Intermediate,3.72,39802,19,Hindi,61.5,Basic Programming
C0000818,Advanced Big Data Concepts,Skillshare,Big Data,Intermediate,4.6,17555,91,Spanish,0.18,Basic Programming
C0000819,Advanced Machine Learning Concepts,FutureLearn,Machine Learning,Beginner,3.7,23747,6,Hindi,29.72,Basic Programming
C0000820,Mastering AI Essentials,FutureLearn,AI,Advanced,4.07,38768,46,French,47.02,Linear Algebra
C0000821,Crash Course in Big Data,NPTEL,Big Data,Beginner,4.81,47052,29,French,88.36,None
C0000822,Advanced Machine Learning Concepts,FutureLearn,Machine Learning,Intermediate,4.24,27695,94,English,59.23,None
C0000823,Crash Course in Cloud Computing,FutureLearn,Cloud Computing,Intermediate,4.77,15799,83,Spanish,25.92,None
C0000824,Web Development for Everyone,NPTEL,Web Development,Intermediate,3.97,49959,34,English,89.63,Statistics
C0000825,Complete Guide to Cybersecurity,FutureLearn,Cybersecurity,Beginner,4.92,12593,22,English,94.58,Statistics
C0000826,AI Project-Based Bootcamp,Skillshare,AI,Advanced,3.78,22180,29,Hindi,58.16,None
C0000827,AI Hands-on Workshop,edX,AI,Beginner,4.03,26219,57,English,40.87,Statistics
C0000828,Cybersecurity Fundamentals using R,Coursera,Cybersecurity,Beginner,4.31,19128,21,Hindi,56.9,Statistics
C0000829,Mastering AI Bootcamp,Skillshare,AI,Advanced,4.65,38776,75,Spanish,56.54,None
C0000830,AI Project-Based Bootcamp,edX,AI,Advanced,4.19,9241,38,Hindi,89.95,Statistics
C0000831,Advanced Web Development Concepts,Skillshare,Web Development,Intermediate,4.47,37360,19,Spanish,12.04,Basic Programming
C0000832,Cloud Computing Hands-on Workshop,Udemy,Cloud Computing,Advanced,4.97,30396,37,English,82.92,Basic Programming
C0000833,Blockchain Fundamentals using R,Coursera,Blockchain,Intermediate,4.93,11237,14,Hindi,65.76,Basic Programming
C0000834,Cybersecurity Fundamentals Masterclass,edX,Cybersecurity,Advanced,3.5,24761,82,French,75.45,Basic Programming
C0000835,Advanced Big Data Concepts,Udemy,Big Data,Beginner,3.83,4027,30,French,50.65,Python Basics
C0000836,Data Science Fundamentals using TensorFlow,NPTEL,Data Science,Advanced,4.35,30607,79,Hindi,93.15,Statistics
C0000837,Data Science Project-Based Bootcamp,Coursera,Data Science,Beginner,4.69,759,6,French,79.23,Linear Algebra
C0000838,AI Hands-on Workshop,Udemy,AI,Beginner,4.89,33198,19,French,48.12,Python Basics
C0000839,Cloud Computing for Everyone,NPTEL,Cloud Computing,Intermediate,4.85,48479,81,Hindi,97.48,Linear Algebra
C0000840,Big Data Fundamentals from Scratch,edX,Big Data,Beginner,4.86,32244,14,Spanish,80.46,None
C0000841,Data Science Project-Based Bootcamp,FutureLearn,Data Science,Advanced,4.19,14908,23,French,30.52,None
C0000842,Complete Guide to Machine Learning,Skillshare,Machine Learning,Advanced,4.12,49534,15,Spanish,86.35,Linear Algebra
C0000843,Crash Course in Web Development,Coursera,Web Development,Advanced,4.75,34723,28,Spanish,61.2,Linear Algebra
C0000844,Complete Guide to Web Development,FutureLearn,Web Development,Intermediate,3.65,9053,28,French,74.35,Basic Programming
C0000845,Advanced Big Data Concepts,edX,Big Data,Beginner,4.99,18709,87,English,32.23,Python Basics
C0000846,Complete Guide to Cloud Computing,Udemy,Cloud Computing,Advanced,4.77,43033,98,Hindi,83.71,Basic Programming
C0000847,Crash Course in Machine Learning,Skillshare,Machine Learning,Intermediate,4.82,19320,7,French,57.23,None
C0000848,Complete Guide to Data Science,Skillshare,Data Science,Advanced,3.7,43580,59,French,6.54,None
C0000849,Advanced Data Science Concepts,Coursera,Data Science,Beginner,3.82,33470,62,Hindi,75.27,Python Basics
C0000850,Crash Course in Web Development,Skillshare,Web Development,Beginner,3.59,20310,87,English,89.15,Basic Programming
C0000851,Data Science Hands-on Workshop,FutureLearn,Data Science,Beginner,3.92,6707,67,Hindi,65.16,Basic Programming
C0000852,Blockchain for Everyone,edX,Blockchain,Advanced,4.02,44516,94,English,64.9,None
C0000853,Advanced Web Development Concepts,Udemy,Web Development,Intermediate,4.44,29894,39,English,6.69,Statistics
C0000854,Big Data for Everyone,Coursera,Big Data,Advanced,3.52,24787,96,English,56.53,Basic Programming
C0000855,Cloud Computing for Everyone,Skillshare,Cloud Computing,Beginner,4.31,5266,99,English,17.9,Linear Algebra
C0000856,Crash Course in Data Science,Coursera,Data Science,Intermediate,4.12,17827,81,Spanish,98.47,Basic Programming
C0000857,Data Science Hands-on Workshop,FutureLearn,Data Science,Advanced,4.96,19082,89,Spanish,79.66,Statistics
C0000858,Cybersecurity Project-Based Bootcamp,Skillshare,Cybersecurity,Advanced,4.72,24515,88,English,37.91,Linear Algebra
C0000859,Cloud Computing for Everyone,Coursera,Cloud Computing,Intermediate,3.73,41395,33,Hindi,19.15,Linear Algebra
C0000860,Advanced AI Concepts,Coursera,AI,Advanced,3.71,36558,78,Spanish,4.21,Python Basics
C0000861,Complete Guide to Web Development,NPTEL,Web Development,Beginner,4.18,15630,85,Spanish,13.94,None
C0000862,Mastering Cybersecurity using TensorFlow,Coursera,Cybersecurity,Intermediate,3.78,35345,68,French,46.38,Python Basics
C0000863,Complete Guide to Cybersecurity,edX,Cybersecurity,Beginner,3.55,17101,73,Hindi,73.41,Python Basics
C0000864,Machine Learning Hands-on Workshop,FutureLearn,Machine Learning,Intermediate,4.2,385,70,English,17.3,Basic Programming
C0000865,Mastering Machine Learning from Scratch,FutureLearn,Machine Learning,Beginner,4.21,35936,17,French,15.94,Statistics
C0000866,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Beginner,4.32,13936,27,Spanish,39.02,None
C0000867,Mastering Big Data Masterclass,FutureLearn,Big Data,Advanced,4.03,44566,49,Hindi,58.51,Linear Algebra
C0000868,Machine Learning Project-Based Bootcamp,FutureLearn,Machine Learning,Intermediate,4.28,18298,63,English,16.85,Linear Algebra
C0000869,Data Science Project-Based Bootcamp,Skillshare,Data Science,Beginner,4.74,43660,29,Hindi,92.64,Linear Algebra
C0000870,Data Science Fundamentals with Spark,Coursera,Data Science,Intermediate,3.96,37215,46,French,8.03,Python Basics
C0000871,Crash Course in Data Science,edX,Data Science,Intermediate,4.41,11049,51,English,64.78,None
C0000872,Advanced Blockchain Concepts,Coursera,Blockchain,Beginner,4.73,19673,37,Spanish,13.29,Statistics
C0000873,Mastering Data Science Bootcamp,NPTEL,Data Science,Advanced,3.52,22833,51,English,6.48,Statistics
C0000874,Complete Guide to Data Science,NPTEL,Data Science,Advanced,3.68,29084,32,French,53.5,Basic Programming
C0000875,Blockchain Project-Based Bootcamp,NPTEL,Blockchain,Intermediate,3.77,44707,35,French,79.7,Basic Programming
C0000876,Mastering Blockchain with Python,Coursera,Blockchain,Advanced,3.51,26522,47,English,88.05,None
C0000877,Cloud Computing Project-Based Bootcamp,Skillshare,Cloud Computing,Beginner,3.53,29800,74,Spanish,1.47,None
C0000878,Crash Course in Big Data,Udemy,Big Data,Intermediate,4.05,21448,31,English,63.13,Python Basics
C0000879,Complete Guide to Cloud Computing,Udemy,Cloud Computing,Beginner,3.58,8953,16,Hindi,46.13,None
C0000880,Advanced Machine Learning Concepts,Coursera,Machine Learning,Advanced,4.96,24557,35,French,18.98,Python Basics
C0000881,Complete Guide to Big Data,Coursera,Big Data,Intermediate,3.77,29561,47,English,66.64,None
C0000882,Cloud Computing Fundamentals Bootcamp,FutureLearn,Cloud Computing,Intermediate,4.71,3294,30,French,83.89,Basic Programming
C0000883,Cloud Computing for Everyone,NPTEL,Cloud Computing,Beginner,4.65,9019,11,Hindi,56.82,Python Basics
C0000884,Data Science Project-Based Bootcamp,Coursera,Data Science,Intermediate,4.36,18079,55,English,15.83,Python Basics
C0000885,Cybersecurity Fundamentals with Spark,Coursera,Cybersecurity,Beginner,3.86,9836,34,English,72.57,Statistics
C0000886,Crash Course in Cloud Computing,FutureLearn,Cloud Computing,Beginner,4.94,43606,9,Spanish,38.87,Linear Algebra
C0000887,Machine Learning Fundamentals with Python,Udemy,Machine Learning,Beginner,3.56,36439,31,English,44.81,Python Basics
C0000888,Advanced Web Development Concepts,edX,Web Development,Advanced,4,46578,7,Hindi,61,Linear Algebra
C0000889,Complete Guide to Data Science,edX,Data Science,Beginner,4.45,3519,6,Spanish,53.73,None
C0000890,Cybersecurity Fundamentals Essentials,Coursera,Cybersecurity,Advanced,3.98,1010,18,Spanish,12.82,None
C0000891,Advanced Cloud Computing Concepts,edX,Cloud Computing,Intermediate,4.9,25710,20,English,11.92,Statistics
C0000892,Blockchain Hands-on Workshop,NPTEL,Blockchain,Beginner,4.08,20271,45,English,99.11,Basic Programming
C0000893,Crash Course in Cybersecurity,FutureLearn,Cybersecurity,Intermediate,4.78,6484,58,French,91.51,None
C0000894,Complete Guide to Web Development,Udemy,Web Development,Intermediate,4.59,23387,59,Spanish,28.91,None
C0000895,Web Development Project-Based Bootcamp,edX,Web Development,Advanced,4.38,15345,66,French,5.08,Statistics
C0000896,Crash Course in Web Development,FutureLearn,Web Development,Beginner,4.71,11516,47,English,87.07,None
C0000897,Complete Guide to Data Science,Coursera,Data Science,Intermediate,4.8,46699,70,English,72.51,Linear Algebra
C0000898,Machine Learning Project-Based Bootcamp,NPTEL,Machine Learning,Beginner,4.53,43402,87,Spanish,41.27,Basic Programming
C0000899,Complete Guide to Data Science,FutureLearn,Data Science,Intermediate,4.85,30799,40,Spanish,50.52,Basic Programming
C0000900,Data Science for Everyone,Coursera,Data Science,Intermediate,4.06,26006,96,English,34.15,None
C0000901,Crash Course in Big Data,NPTEL,Big Data,Advanced,3.57,38043,96,French,80.57,Python Basics
C0000902,Complete Guide to Data Science,Udemy,Data Science,Advanced,4.65,29481,20,Hindi,82.88,Linear Algebra
C0000903,Web Development Project-Based Bootcamp,Skillshare,Web Development,Intermediate,4.74,30810,96,Spanish,96.46,Linear Algebra
C0000904,Complete Guide to Blockchain,Skillshare,Blockchain,Advanced,4.08,32784,48,French,58.31,Linear Algebra
C0000905,Cloud Computing Fundamentals Bootcamp,Skillshare,Cloud Computing,Intermediate,4.15,18349,86,English,59.96,None
C0000906,Complete Guide to Web Development,NPTEL,Web Development,Intermediate,4.75,34253,62,English,62.46,Python Basics
C0000907,Crash Course in AI,NPTEL,AI,Intermediate,4.51,48997,61,English,33.62,Basic Programming
C0000908,Cybersecurity Project-Based Bootcamp,Udemy,Cybersecurity,Beginner,4.1,9092,60,French,18.03,Python Basics
C0000909,Cybersecurity Fundamentals Essentials,Skillshare,Cybersecurity,Advanced,4.66,29283,35,Spanish,45.74,Python Basics
C0000910,Mastering Web Development with Spark,FutureLearn,Web Development,Intermediate,4.66,41602,19,English,36.77,Linear Algebra
C0000911,Big Data Hands-on Workshop,Coursera,Big Data,Advanced,3.78,42088,100,Hindi,44.47,Python Basics
C0000912,Cybersecurity Hands-on Workshop,Coursera,Cybersecurity,Beginner,4.82,22047,32,English,86.7,None
C0000913,Crash Course in Blockchain,Skillshare,Blockchain,Beginner,3.75,31069,20,Spanish,62.58,Python Basics
C0000914,AI Fundamentals from Scratch,Coursera,AI,Intermediate,4.44,40023,81,Hindi,44.35,Python Basics
C0000915,Big Data for Everyone,Coursera,Big Data,Beginner,4.55,19019,28,French,69.21,Statistics
C0000916,Advanced Data Science Concepts,Coursera,Data Science,Advanced,4.06,23562,78,Hindi,97.18,Python Basics
C0000917,Complete Guide to AI,FutureLearn,AI,Intermediate,4.15,18344,47,English,87.89,Linear Algebra
C0000918,Complete Guide to Machine Learning,Udemy,Machine Learning,Beginner,3.5,31370,11,English,2.27,Basic Programming
C0000919,Mastering Big Data using R,FutureLearn,Big Data,Intermediate,4.24,41176,13,French,51.99,None
C0000920,Web Development Fundamentals from Scratch,Coursera,Web Development,Intermediate,4.63,38830,70,English,28.66,Python Basics
C0000921,Cloud Computing for Everyone,NPTEL,Cloud Computing,Advanced,4.04,20868,13,French,3.23,Basic Programming
C0000922,Crash Course in Web Development,Skillshare,Web Development,Beginner,4.16,39519,74,English,60.74,Basic Programming
C0000923,Data Science for Everyone,FutureLearn,Data Science,Advanced,3.65,15422,16,French,57.11,Linear Algebra
C0000924,Machine Learning Fundamentals with Python,Skillshare,Machine Learning,Beginner,4.79,47929,54,Hindi,35.77,Linear Algebra
C0000925,Mastering Data Science using TensorFlow,NPTEL,Data Science,Beginner,4.22,24950,29,English,16.66,Basic Programming
C0000926,Advanced Blockchain Concepts,NPTEL,Blockchain,Advanced,4.62,29209,31,Hindi,4.94,Python Basics
C0000927,Big Data Hands-on Workshop,NPTEL,Big Data,Beginner,4.81,1088,36,Hindi,67.99,Python Basics
C0000928,Mastering Data Science using R,FutureLearn,Data Science,Beginner,3.84,25532,55,Hindi,32.54,Linear Algebra
C0000929,Crash Course in Machine Learning,Skillshare,Machine Learning,Intermediate,4.27,35221,20,Hindi,5.58,Linear Algebra
C0000930,Blockchain Fundamentals with Spark,Skillshare,Blockchain,Beginner,3.72,48663,44,French,3.03,Statistics
C0000931,Advanced AI Concepts,Udemy,AI,Advanced,3.73,9353,99,Spanish,3.41,Python Basics
C0000932,Data Science Hands-on Workshop,Udemy,Data Science,Intermediate,4.6,45408,21,French,60.14,Basic Programming
C0000933,Complete Guide to Blockchain,Udemy,Blockchain,Beginner,4.88,49643,31,English,76.2,Basic Programming
C0000934,Blockchain for Everyone,FutureLearn,Blockchain,Advanced,4.57,10156,32,Hindi,16.23,Basic Programming
C0000935,Cloud Computing Project-Based Bootcamp,edX,Cloud Computing,Intermediate,3.59,29896,37,Hindi,89.95,Python Basics
C0000936,Advanced AI Concepts,Skillshare,AI,Advanced,3.9,24062,16,English,42.89,Statistics
C0000937,Data Science for Everyone,Udemy,Data Science,Intermediate,3.56,4709,27,French,16.89,Python Basics
C0000938,Data Science for Everyone,NPTEL,Data Science,Advanced,3.74,35009,40,French,24.44,Basic Programming
C0000939,Mastering Cybersecurity using TensorFlow,Coursera,Cybersecurity,Intermediate,3.93,38705,86,French,12.04,Statistics
C0000940,Cybersecurity Hands-on Workshop,FutureLearn,Cybersecurity,Intermediate,4.63,29197,50,French,93.05,None
C0000941,Crash Course in Big Data,FutureLearn,Big Data,Advanced,4.45,14508,14,English,60.86,Basic Programming
C0000942,Crash Course in Data Science,Skillshare,Data Science,Intermediate,3.78,11446,34,French,39.71,Linear Algebra
C0000943,Web Development Fundamentals Essentials,Coursera,Web Development,Advanced,4.17,11732,55,English,84.3,None
C0000944,Cybersecurity for Everyone,Skillshare,Cybersecurity,Advanced,4.72,21212,42,Hindi,60.55,Python Basics
C0000945,Web Development Hands-on Workshop,Skillshare,Web Development,Beginner,4.26,29314,19,Spanish,90.83,None
C0000946,Blockchain for Everyone,NPTEL,Blockchain,Advanced,4.43,11032,17,Hindi,20.61,Linear Algebra
C0000947,Mastering Machine Learning using R,FutureLearn,Machine Learning,Advanced,4.32,46389,79,Hindi,63.92,None
C0000948,Blockchain Fundamentals Bootcamp,NPTEL,Blockchain,Advanced,4.25,18358,57,English,49.44,None
C0000949,AI Project-Based Bootcamp,Skillshare,AI,Beginner,4.06,5551,5,French,92.55,Statistics
C0000950,Crash Course in Big Data,FutureLearn,Big Data,Intermediate,3.59,9021,83,English,20.31,Basic Programming
C0000951,Crash Course in Web Development,Skillshare,Web Development,Advanced,3.94,9536,55,Spanish,35.7,Python Basics
C0000952,Crash Course in Blockchain,Coursera,Blockchain,Advanced,4.98,16411,78,French,2.47,Linear Algebra
C0000953,Mastering Big Data with Spark,Udemy,Big Data,Intermediate,4.28,9964,81,Hindi,87.54,None
C0000954,Complete Guide to Cybersecurity,Skillshare,Cybersecurity,Beginner,4.99,37921,99,Spanish,0.14,Statistics
C0000955,Big Data Project-Based Bootcamp,Skillshare,Big Data,Intermediate,4.28,40782,45,Spanish,23.76,Python Basics
C0000956,Mastering Big Data with Spark,Coursera,Big Data,Beginner,4.75,16375,28,Hindi,55.13,Python Basics
C0000957,Blockchain Hands-on Workshop,Udemy,Blockchain,Intermediate,4.3,21391,48,English,48.41,Basic Programming
C0000958,Advanced Blockchain Concepts,edX,Blockchain,Beginner,4.84,29280,64,English,42.86,Linear Algebra
C0000959,Advanced Cloud Computing Concepts,edX,Cloud Computing,Advanced,4.61,39645,9,English,60.23,Statistics
C0000960,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Beginner,3.87,8600,38,French,1.28,Linear Algebra
C0000961,Cloud Computing Fundamentals with Python,edX,Cloud Computing,Advanced,4.36,9667,90,French,71.5,Basic Programming
C0000962,Web Development Project-Based Bootcamp,FutureLearn,Web Development,Intermediate,4.54,31593,13,English,3.22,Basic Programming
C0000963,Crash Course in Machine Learning,edX,Machine Learning,Advanced,4.66,38711,30,Hindi,10.54,Python Basics
C0000964,Cloud Computing Project-Based Bootcamp,Coursera,Cloud Computing,Intermediate,4.83,20091,84,English,47.23,None
C0000965,Advanced Data Science Concepts,edX,Data Science,Beginner,4.98,22182,99,Hindi,70.92,Linear Algebra
C0000966,Advanced Big Data Concepts,Udemy,Big Data,Advanced,3.88,39653,37,French,50.54,Basic Programming
C0000967,Mastering Blockchain using R,edX,Blockchain,Advanced,3.84,28667,42,French,39.14,Basic Programming
C0000968,Mastering Cloud Computing with Python,edX,Cloud Computing,Intermediate,3.81,13231,22,English,57.19,Basic Programming
C0000969,Machine Learning Project-Based Bootcamp,Udemy,Machine Learning,Advanced,4.57,40201,9,Hindi,32.76,Statistics
C0000970,Blockchain for Everyone,edX,Blockchain,Intermediate,3.74,1956,7,Hindi,99.43,Python Basics
C0000971,Advanced Big Data Concepts,Udemy,Big Data,Advanced,4.85,22187,92,Spanish,38.87,Linear Algebra
C0000972,Machine Learning Project-Based Bootcamp,Udemy,Machine Learning,Intermediate,4.29,25760,6,English,3.14,Statistics
C0000973,Mastering Machine Learning using TensorFlow,Udemy,Machine Learning,Advanced,4.19,827,26,Hindi,57.83,Statistics
C0000974,AI Fundamentals using TensorFlow,FutureLearn,AI,Beginner,3.64,1714,65,English,66.64,Linear Algebra
C0000975,AI Hands-on Workshop,NPTEL,AI,Advanced,4.21,35533,69,French,35.79,Python Basics
C0000976,Data Science Hands-on Workshop,Skillshare,Data Science,Beginner,4.78,8029,78,English,62.39,Python Basics
C0000977,Cybersecurity Project-Based Bootcamp,edX,Cybersecurity,Advanced,4.13,3191,84,English,46.3,Linear Algebra
C0000978,Blockchain Fundamentals from Scratch,Skillshare,Blockchain,Advanced,4.82,44065,42,Hindi,30.97,None
C0000979,Cloud Computing for Everyone,FutureLearn,Cloud Computing,Intermediate,4.39,30403,33,Hindi,44.02,Basic Programming
C0000980,AI Hands-on Workshop,Coursera,AI,Beginner,4.58,40143,59,English,26.04,Python Basics
C0000981,Crash Course in AI,Coursera,AI,Advanced,4.71,44869,82,Spanish,48.23,Python Basics
C0000982,Advanced Data Science Concepts,Skillshare,Data Science,Beginner,4.41,4299,90,Hindi,89.05,Linear Algebra
C0000983,Cybersecurity Hands-on Workshop,NPTEL,Cybersecurity,Intermediate,4.43,24253,67,Hindi,47.98,Statistics
C0000984,Big Data Hands-on Workshop,NPTEL,Big Data,Intermediate,3.82,34838,9,English,15.26,Statistics
C0000985,Complete Guide to Cybersecurity,edX,Cybersecurity,Advanced,4.7,41386,55,English,90.51,Python Basics
C0000986,Cybersecurity Project-Based Bootcamp,edX,Cybersecurity,Advanced,4.29,15452,25,French,52.5,Statistics
C0000987,AI Project-Based Bootcamp,Udemy,AI,Advanced,4.51,32943,58,Hindi,2.31,Statistics
C0000988,Complete Guide to AI,Udemy,AI,Beginner,4.5,38438,8,Hindi,63.33,None
C0000989,Big Data for Everyone,Coursera,Big Data,Intermediate,4.74,42981,72,Hindi,99.25,Basic Programming
C0000990,Cloud Computing Hands-on Workshop,FutureLearn,Cloud Computing,Intermediate,4.92,29539,72,Hindi,39.88,Basic Programming
